DOI,poci,openalex,coci,venue,publication_year,is_oa
10.1109/iementech.2018.8465390,False,True,True,"2018 2nd International Conference on Electronics, Materials Engineering & Nano-Technology (IEMENTech)",2018,False
10.1080/13682199.2018.1545412,False,True,True,The Imaging Science Journal,2019,False
10.1016/j.ipm.2018.11.009,False,True,True,Information Processing and Management,2019,False
10.1007/s00500-019-03778-x,False,True,True,Soft Computing,2019,False
10.1007/978-3-030-11723-8_21,False,True,True,Springer International Publishing eBooks,2018,False
10.1109/wacv.2019.00200,False,True,True,Workshop on Applications of Computer Vision,2019,False
10.1007/978-3-319-75238-9,False,True,False,Springer International Publishing eBooks,2018,True
10.1109/ccaa.2018.8777675,False,True,True,"International Conference on Computing, Communication and Automation",2018,False
10.1007/s11042-019-08048-4,False,True,True,Multimedia Tools and Applications,2019,False
10.7494/csci.2019.20.4.3163,False,True,False,Computer Science,2019,True
10.1007/s00500-019-04635-7,False,True,True,Soft Computing,2020,False
10.1109/access.2020.2997946,False,True,True,IEEE Access,2020,True
10.1016/j.media.2020.101731,False,True,True,Medical Image Analysis,2020,False
10.1007/978-3-030-46640-4_17,False,True,True,Lecture Notes in Computer Science,2019,True
10.1109/tnnls.2021.3062754,False,True,True,IEEE transactions on neural networks and learning systems,2021,True
10.1016/j.compbiomed.2021.104410,False,True,True,Computers in Biology and Medicine,2021,False
10.1002/mp.15032,False,True,True,Medical Physics,2021,False
10.1007/978-3-030-78191-0_51,False,True,True,Lecture Notes in Computer Science,2019,True
10.1016/j.bspc.2021.103077,False,True,True,Biomedical Signal Processing and Control,2022,False
10.1016/j.media.2022.102475,False,True,True,Medical Image Analysis,2022,True
10.1007/978-3-319-30858-6_11,False,True,True,Lecture Notes in Computer Science,2015,False
10.1109/smc.2016.7844622,False,True,True,"2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",2016,False
10.1007/978-3-319-70093-9_85,False,True,True,Springer International Publishing eBooks,2017,True
10.48550/arxiv.1806.05452,False,True,False,arXiv (Cornell University),2018,True
10.23736/s1824-4785.18.03095-9,False,True,True,Quarterly Journal of Nuclear Medicine and Molecular Imaging,2018,False
10.1109/embc.2018.8513676,False,True,True,International Conference of the IEEE Engineering in Medicine and Biology Society,2018,False
10.1007/978-3-030-11726-9_42,False,True,True,Lecture Notes in Computer Science,2018,False
10.1109/icip.2019.8803423,False,True,True,International Conference on Image Processing,2019,False
10.1109/icaibd.2019.8836968,False,True,True,International Conference on Artificial Intelligence,2019,False
10.1007/978-3-030-32248-9_18,False,True,True,Lecture Notes in Computer Science,2019,False
10.1016/j.ultrasmedbio.2019.12.014,False,True,True,Ultrasound in Medicine and Biology,2020,False
10.1109/tmi.2020.2969630,False,True,True,IEEE Transactions on Medical Imaging,2020,False
10.3390/app10217524,False,True,True,Applied sciences,2020,True
10.1007/s11042-020-08795-9,False,True,True,Multimedia Tools and Applications,2020,False
10.1109/ic3a48958.2020.233306,False,True,False,International Conference on Contemporary Computing,2020,False
10.1002/jmri.27288,False,True,True,Journal of Magnetic Resonance Imaging,2020,True
10.1007/978-3-030-59710-8_42,False,True,True,Springer International Publishing eBooks,2020,True
10.1109/tcbb.2020.3033538,False,True,True,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2020,False
10.1016/j.artmed.2020.101980,False,True,True,Artificial Intelligence in Medicine,2020,True
10.1007/s00234-021-02649-3,False,True,True,Neuroradiology,2021,False
10.1007/978-3-030-72087-2_6,False,True,True,Springer International Publishing eBooks,2020,True
10.1007/978-3-030-87193-2_56,False,True,True,Lecture Notes in Computer Science,2021,True
10.1109/ccip.2016.7802852,False,True,True,International Conference on Cognitive Computing and Information Processing,2016,False
10.3233/xst-17261,False,True,True,Journal of X-ray Science and Technology,2017,False
10.1007/978-3-319-60964-5_21,False,True,True,Communications in computer and information science,2017,False
10.1002/ima.22227,False,True,True,International Journal of Imaging Systems and Technology,2017,False
10.1007/978-3-319-75238-9_17,False,True,True,Lecture Notes in Computer Science,2017,False
10.1007/978-3-319-75238-9_28,False,True,True,Lecture Notes in Computer Science,2017,False
10.1007/978-3-319-75238-9_15,False,True,True,Lecture Notes in Computer Science,2017,False
10.1002/nbm.4006,False,True,True,NMR in Biomedicine,2018,False
10.1007/s11104-019-04132-8,False,True,True,Plant and Soil,2019,False
10.1007/s10462-019-09766-9,False,True,True,Artificial Intelligence Review,2020,False
10.3233/xst-190552,False,True,True,Journal of X-ray Science and Technology,2020,False
10.1016/j.bspc.2019.101841,False,True,True,Biomedical Signal Processing and Control,2020,False
10.1109/bibm47256.2019.8983092,False,True,True,Bioinformatics and Biomedicine,2019,False
10.1007/978-3-030-46640-4_29,False,True,True,Springer International Publishing eBooks,2019,False
10.1007/978-3-030-46643-5_33,False,True,True,Springer International Publishing eBooks,2019,False
10.1007/978-3-030-46640-4_21,False,True,True,Springer International Publishing eBooks,2019,True
10.1007/978-3-030-46640-4_15,False,True,True,Lecture Notes in Computer Science,2019,True
10.1007/s42979-020-00214-y,False,True,True,SN computer science,2020,False
10.3390/app10144915,False,True,False,Applied sciences,2020,True
10.1109/tfuzz.2020.3015591,False,True,False,IEEE Transactions on Fuzzy Systems,2021,False
10.1007/s00330-020-07414-3,False,True,True,European Radiology,2021,False
10.1016/j.matpr.2021.01.246,False,True,True,Materials Today: Proceedings,2021,False
10.1016/j.cmpb.2021.106208,False,True,True,Computer Methods and Programs in Biomedicine,2021,False
10.1016/j.bspc.2021.102841,False,True,True,Biomedical Signal Processing and Control,2021,False
10.1016/j.compmedimag.2014.06.001,False,True,True,Computerized Medical Imaging and Graphics,2015,False
10.1007/s10586-017-1613-x,False,True,True,Cluster Computing,2019,False
10.1109/access.2018.2873674,False,True,True,IEEE Access,2018,True
10.1117/12.2512576,False,True,True,,2019,True
10.1007/978-3-030-11726-9_34,False,True,True,Lecture Notes in Computer Science,2018,False
10.1007/978-3-030-11726-9_36,False,True,True,Lecture Notes in Computer Science,2018,False
10.1007/978-3-030-11726-9_37,False,True,True,Lecture Notes in Computer Science,2018,True
10.1007/978-3-030-11726-9_30,False,True,True,Springer International Publishing eBooks,2018,False
10.1109/skg.2018.00024,False,True,True,"Semantics, Knowledge and Grid",2018,False
10.1007/s00371-019-01698-3,False,True,True,The Visual Computer,2020,False
10.1109/kbei.2019.8735072,False,True,True,2019 5th Conference on Knowledge Based Engineering and Innovation (KBEI),2019,False
10.1109/access.2019.2939389,False,True,True,IEEE Access,2019,True
10.1002/ima.22407,False,True,True,International Journal of Imaging Systems and Technology,2020,False
10.2174/1573405616666200311122429,False,True,True,Current Medical Imaging Reviews,2021,False
10.1080/21507740.2020.1740352,False,True,True,Ajob Neuroscience,2020,False
10.1007/978-3-030-46640-4_19,False,True,True,Springer eBooks,2019,False
10.3233/xst-200650,False,True,True,Journal of X-ray Science and Technology,2020,False
10.1109/cvpr42600.2020.00171,False,True,True,Computer Vision and Pattern Recognition,2020,False
10.1016/j.artmed.2020.101911,False,True,True,Artificial Intelligence in Medicine,2020,False
10.1093/neuros/nyaa282,False,True,True,Neurosurgery,2020,False
10.1007/978-981-15-5495-7_2,False,True,True,Studies in computational intelligence,2021,False
10.1016/j.cmpb.2022.106874,False,True,True,Computer Methods and Programs in Biomedicine,2022,True
10.1016/j.compmedimag.2020.101801,False,True,True,Computerized Medical Imaging and Graphics,2020,True
10.1016/j.media.2020.101954,False,True,True,Medical Image Analysis,2021,True
10.1080/02713683.2021.1874021,False,True,True,Current Eye Research,2021,False
10.1016/j.bspc.2021.102457,False,True,True,Biomedical Signal Processing and Control,2021,False
10.1016/j.compbiomed.2021.104497,False,True,True,Computers in Biology and Medicine,2021,True
10.1016/j.wneu.2021.10.068,False,True,True,World Neurosurgery,2022,False
10.1109/access.2022.3141913,False,True,True,IEEE Access,2022,True
10.1007/s00521-022-06960-9,False,True,True,Neural Computing and Applications,2022,False
10.1016/j.eswa.2022.117006,False,True,True,Expert Systems With Applications,2022,False
10.1007/978-3-030-11726-9_13,False,True,True,Lecture Notes in Computer Science,2019,True
10.1016/j.ins.2016.07.052,False,True,True,Information Sciences,2017,True
10.3389/fict.2016.00025,False,True,True,Frontiers in ICT,2016,True
10.1007/s00521-016-2751-4,False,True,True,Neural Computing and Applications,2018,False
10.1007/978-3-319-55524-9_17,False,True,True,Springer International Publishing eBooks,2016,False
10.1109/iceee2.2017.7935845,False,True,True,2017 4th International Conference on Electrical and Electronic Engineering (ICEEE),2017,True
10.1007/978-3-319-75238-9_39,False,True,True,Lecture Notes in Computer Science,2017,False
10.1007/s12065-018-0156-2,False,True,True,Evolutionary Intelligence,2018,False
10.1007/978-981-13-1742-2_2,False,True,True,"Smart innovation, systems and technologies",2019,False
10.1007/978-3-030-11726-9_41,False,True,True,Springer International Publishing eBooks,2018,False
10.1007/978-3-030-11726-9_7,False,True,True,Springer International Publishing eBooks,2018,False
10.1109/isbi.2019.8759465,False,True,True,International Symposium on Biomedical Imaging,2019,False
10.1109/isbi.2019.8759584,False,True,True,International Symposium on Biomedical Imaging,2019,False
10.1109/wacv45572.2020.9093622,False,True,True,Workshop on Applications of Computer Vision,2020,True
10.1007/978-3-030-43364-2_3,False,True,True,Communications in computer and information science,2020,False
10.1007/978-3-030-46643-5_36,False,True,True,Springer eBooks,2019,False
10.1007/978-3-030-46643-5_6,False,True,True,Lecture Notes in Computer Science,2019,True
10.1016/j.jksuci.2020.08.006,False,True,True,Journal of King Saud University - Computer and Information Sciences,2020,True
10.1016/j.media.2020.101833,False,True,True,Medical Image Analysis,2021,True
10.1055/s-0040-1701635,False,True,True,Journal of neurological surgery,2021,False
10.1016/j.compmedimag.2020.101799,False,True,True,Computerized Medical Imaging and Graphics,2020,False
10.1109/mlsp49062.2020.9231874,False,True,True,International Workshop on Machine Learning for Signal Processing,2020,False
10.1002/ima.22532,False,True,True,International Journal of Imaging Systems and Technology,2021,False
10.1109/tmi.2021.3056678,False,True,True,IEEE Transactions on Medical Imaging,2021,False
10.1016/j.patcog.2021.107904,False,True,True,Pattern Recognition,2021,False
10.1007/978-3-030-72084-1_21,False,True,True,Lecture Notes in Computer Science,2020,True
10.1177/1063293x211010542,False,True,True,Concurrent Engineering,2021,False
10.1007/s00138-021-01262-x,False,True,True,Journal of Machine Vision and Applications,2021,False
10.1007/s11060-021-03933-1,False,True,True,Journal of Neuro-oncology,2022,True
10.1109/jproc.2022.3141367,False,True,True,Proceedings of the IEEE,2022,True
10.11113/jt.v74.4670,False,True,False,Jurnal teknologi,2015,False
10.1002/ima.22202,False,True,True,International Journal of Imaging Systems and Technology,2016,False
10.3233/thc-171341,False,True,True,Technology and Health Care,2017,True
10.1109/fuzz-ieee.2017.8015514,False,True,True,IEEE International Conference on Fuzzy Systems,2017,False
10.1109/tmi.2017.2756929,False,True,True,IEEE Transactions on Medical Imaging,2018,True
10.1088/1361-6560/aa87f3,False,True,True,Physics in Medicine and Biology,2017,True
10.1109/upcon.2017.8251069,False,True,True,"2017 4th IEEE Uttar Pradesh Section International Conference on Electrical, Computer and Electronics (UPCON)",2017,False
10.1007/978-3-319-75238-9_37,False,True,True,Lecture Notes in Computer Science,2017,False
10.48550/arxiv.1806.04224,False,True,False,arXiv (Cornell University),2018,True
10.1016/j.neucom.2018.05.112,False,True,True,Neurocomputing,2018,True
10.1016/j.neucom.2018.09.044,False,True,True,Neurocomputing,2018,False
10.1007/978-3-030-11726-9_15,False,True,True,Lecture Notes in Computer Science,2018,False
10.1080/21681163.2019.1579672,False,True,True,Computer methods in biomechanics and biomedical engineering. Imaging & visualization,2019,False
10.1007/s13246-019-00754-5,False,True,True,Australasian Physical & Engineering Sciences in Medicine,2019,False
10.1016/j.suronc.2019.05.005,False,True,True,Surgical Oncology-oxford,2019,False
10.2174/1573405615666190808105746,False,True,True,Current Medical Imaging Reviews,2020,False
10.1007/978-3-030-33391-1_4,False,True,True,Lecture Notes in Computer Science,2019,False
10.1007/978-3-030-32245-8_46,False,True,True,Lecture Notes in Computer Science,2019,True
10.1109/access.2019.2959037,False,True,False,IEEE Access,2019,True
10.1016/j.future.2020.02.055,False,True,True,Future Generation Computer Systems,2020,False
10.1016/j.bbe.2020.03.003,False,True,True,Biocybernetics and Biomedical Engineering,2020,False
10.1007/978-3-030-46640-4_31,False,True,True,Lecture Notes in Computer Science,2019,False
10.1109/isbi45749.2020.9098449,False,True,True,International Symposium on Biomedical Imaging,2020,True
10.1007/978-3-030-46640-4_23,False,True,True,Lecture Notes in Computer Science,2019,False
10.1007/s00521-020-05332-5,False,True,True,Neural Computing and Applications,2021,False
10.1007/978-3-030-59719-1_16,False,True,True,Springer International Publishing eBooks,2020,True
10.1016/j.eswa.2020.114262,False,True,True,Expert Systems With Applications,2021,False
10.3390/app11041675,False,True,True,Applied sciences,2021,True
10.1002/mp.14929,False,True,True,Medical Physics,2021,True
10.1016/j.compmedimag.2021.101906,False,True,True,Computerized Medical Imaging and Graphics,2021,True
10.1109/jbhi.2021.3095476,False,True,True,IEEE Journal of Biomedical and Health Informatics,2022,False
10.1016/j.asoc.2021.107733,False,True,True,Applied Soft Computing,2021,False
10.1016/j.media.2021.102200,False,True,True,Medical Image Analysis,2021,False
10.1109/tim.2021.3117634,False,True,True,IEEE Transactions on Instrumentation and Measurement,2021,False
10.1007/978-3-030-87602-9_14,False,True,True,Springer eBooks,2021,True
10.1016/j.artmed.2021.102180,False,True,True,Artificial Intelligence in Medicine,2021,False
10.1109/access.2021.3122543,False,True,True,IEEE Access,2021,True
10.1016/j.media.2022.102364,False,True,True,Medical Image Analysis,2022,True
10.1007/978-3-319-14678-2_1,False,True,False,Lecture Notes in Computer Science,2014,False
10.1088/0031-9155/61/19/7012,False,True,True,Physics in Medicine and Biology,2016,False
10.1049/iet-ipr.2016.0651,False,True,True,Iet Image Processing,2017,False
10.1007/s11760-017-1091-x,False,True,True,"Signal, Image and Video Processing",2017,False
